STATE/UT                  ,YEAR ,AGE_GROUP ,GENDER ,MURDER ,ROBBERY ,KIDNAPP ,FRAUD ,VIOLENCE
ASSAM                     ,2005 ,Above 60  ,FEMALE ,     7 ,     96 ,      8 ,    4 ,     123
ASSAM                     ,2005 ,Above 60  ,MALE   ,     1 ,     11 ,      7 ,    2 ,       3
ASSAM                     ,2006 ,Below 18  ,FEMALE ,    29 ,    618 ,     67 ,    1 ,      76
ASSAM                     ,2006 ,Below 18  ,MALE   ,     2 ,      5 ,      7 ,    2 ,      11
ASSAM                     ,2006 ,18 to 60  ,FEMALE ,  1160 ,  18633 ,   3254 , 1439 ,   11444
ASSAM                     ,2006 ,18 to 60  ,MALE   ,    34 ,     43 ,     43 ,   22 ,     161
ASSAM                     ,2006 ,Above 60  ,FEMALE ,     7 ,    118 ,      8 ,    4 ,     123
ASSAM                     ,2006 ,Above 60  ,MALE   ,     1 ,     14 ,      7 ,    2 ,       3
ASSAM                     ,2007 ,Below 18  ,FEMALE ,    35 ,    602 ,     68 ,    1 ,      74
ASSAM                     ,2007 ,Below 18  ,MALE   ,     3 ,      5 ,      7 ,    2 ,      11
ASSAM                     ,2007 ,18 to 60  ,FEMALE ,  1388 ,  18145 ,   3324 , 1635 ,   11204
ASSAM                     ,2007 ,18 to 60  ,MALE   ,    40 ,     41 ,     44 ,   25 ,     158
ASSAM                     ,2007 ,Above 60  ,FEMALE ,     8 ,    115 ,      8 ,    4 ,     120
ASSAM                     ,2007 ,Above 60  ,MALE   ,     1 ,     13 ,      7 ,    2 ,       3
ASSAM                     ,2008 ,Below 18  ,FEMALE ,    35 ,    639 ,     80 ,    1 ,      86
ASSAM                     ,2008 ,Below 18  ,MALE   ,     3 ,      5 ,      8 ,    2 ,      13
ASSAM                     ,2008 ,18 to 60  ,FEMALE ,  1401 ,  19244 ,   3890 , 1737 ,   13037
ASSAM                     ,2008 ,18 to 60  ,MALE   ,    40 ,     44 ,     51 ,   26 ,     183
ASSAM                     ,2008 ,Above 60  ,FEMALE ,     8 ,    122 ,      9 ,    4 ,     140
ASSAM                     ,2008 ,Above 60  ,MALE   ,     1 ,     14 ,      8 ,    2 ,       3
ASSAM                     ,2009 ,Below 18  ,FEMALE ,    32 ,    617 ,     95 ,    1 ,      90
ASSAM                     ,2009 ,Below 18  ,MALE   ,     2 ,      5 ,     10 ,    2 ,      13
ASSAM                     ,2009 ,18 to 60  ,FEMALE ,  1271 ,  18589 ,   4645 , 1950 ,   13655
ASSAM                     ,2009 ,18 to 60  ,MALE   ,    37 ,     42 ,     61 ,   29 ,     192
ASSAM                     ,2009 ,Above 60  ,FEMALE ,     7 ,    118 ,     11 ,    5 ,     147
ASSAM                     ,2009 ,Above 60  ,MALE   ,     1 ,     14 ,     10 ,    2 ,       3
ASSAM                     ,2010 ,Below 18  ,FEMALE ,    30 ,    640 ,    119 ,    1 ,      94
ASSAM                     ,2010 ,Below 18  ,MALE   ,     2 ,      5 ,     12 ,    3 ,      14
ASSAM                     ,2010 ,18 to 60  ,FEMALE ,  1188 ,  19280 ,   5811 , 2390 ,   14277
ASSAM                     ,2010 ,18 to 60  ,MALE   ,    34 ,     44 ,     76 ,   36 ,     201
ASSAM                     ,2010 ,Above 60  ,FEMALE ,     7 ,    122 ,     14 ,    6 ,     153
ASSAM                     ,2010 ,Above 60  ,MALE   ,     1 ,     14 ,     12 ,    3 ,       3
ASSAM                     ,2011 ,Below 18  ,FEMALE ,    32 ,    672 ,    137 ,    1 ,      97
ASSAM                     ,2011 ,Below 18  ,MALE   ,     2 ,      5 ,     14 ,    3 ,      14
ASSAM                     ,2011 ,18 to 60  ,FEMALE ,  1264 ,  20238 ,   6717 , 2433 ,   14603
ASSAM                     ,2011 ,18 to 60  ,MALE   ,    37 ,     46 ,     87 ,   37 ,     205
ASSAM                     ,2011 ,Above 60  ,FEMALE ,     7 ,    128 ,     16 ,    6 ,     157
ASSAM                     ,2011 ,Above 60  ,MALE   ,     1 ,     15 ,     14 ,    3 ,       3
ASSAM                     ,2012 ,Below 18  ,FEMALE ,    33 ,    757 ,    142 ,    2 ,     128
ASSAM                     ,2012 ,Below 18  ,MALE   ,     3 ,      6 ,     15 ,    3 ,      19
ASSAM                     ,2012 ,18 to 60  ,FEMALE ,  1331 ,  22829 ,   6926 , 2992 ,   19376
ASSAM                     ,2012 ,18 to 60  ,MALE   ,    38 ,     52 ,     90 ,   45 ,     272
ASSAM                     ,2012 ,Above 60  ,FEMALE ,     7 ,    145 ,     16 ,    7 ,     208
ASSAM                     ,2012 ,Above 60  ,MALE   ,     1 ,     16 ,     15 ,    3 ,       4
BIHAR                     ,2001 ,Below 18  ,FEMALE ,    33 ,   1163 ,     45 ,    8 ,     143
BIHAR                     ,2001 ,Below 18  ,MALE   ,     3 ,     18 ,      1 ,    1 ,      26
BIHAR                     ,2001 ,18 to 60  ,FEMALE ,  3595 ,  24832 ,   2529 , 2592 ,   16148
BIHAR                     ,2001 ,18 to 60  ,MALE   ,   182 ,      5 ,     79 ,   43 ,    1595
BIHAR                     ,2001 ,Above 60  ,FEMALE ,    80 ,    131 ,     25 ,   49 ,     321
BIHAR                     ,2001 ,Above 60  ,MALE   ,     3 ,     18 ,      6 ,    3 ,      39
BIHAR                     ,2002 ,Below 18  ,MALE   ,    35 ,   1205 ,     52 ,    9 ,     154
BIHAR                     ,2002 ,Below 18  ,FEMALE ,     3 ,     19 ,      1 ,    1 ,      28
BIHAR                     ,2002 ,18 to 60  ,MALE   ,  3794 ,  25712 ,   2933 , 2985 ,   17362
BIHAR                     ,2002 ,18 to 60  ,FEMALE ,   192 ,      5 ,     92 ,   49 ,    1715
BIHAR                     ,2002 ,Above 60  ,MALE   ,    84 ,    136 ,     29 ,   56 ,     345
BIHAR                     ,2002 ,Above 60  ,FEMALE ,     3 ,     19 ,      7 ,    3 ,      42
BIHAR                     ,2003 ,Below 18  ,MALE   ,    34 ,   1199 ,     52 ,    9 ,     152
BIHAR                     ,2003 ,Below 18  ,FEMALE ,     3 ,     19 ,      1 ,    1 ,      28
BIHAR                     ,2003 ,18 to 60  ,MALE   ,  3758 ,  25581 ,   2929 , 3029 ,   17219
BIHAR                     ,2003 ,18 to 60  ,FEMALE ,   190 ,      5 ,     92 ,   50 ,    1701
BIHAR                     ,2003 ,Above 60  ,MALE   ,    84 ,    135 ,     29 ,   57 ,     343
BIHAR                     ,2003 ,Above 60  ,FEMALE ,     3 ,     19 ,      7 ,    3 ,      42
BIHAR                     ,2004 ,Below 18  ,MALE   ,    36 ,   1323 ,     74 ,   13 ,     191
BIHAR                     ,2004 ,Below 18  ,FEMALE ,     3 ,     20 ,      2 ,    2 ,      35
BIHAR                     ,2004 ,18 to 60  ,MALE   ,  3905 ,  28231 ,   4166 , 4357 ,   21573
BIHAR                     ,2004 ,18 to 60  ,FEMALE ,   197 ,      5 ,    130 ,   72 ,    2131
BIHAR                     ,2004 ,Above 60  ,MALE   ,    87 ,    149 ,     41 ,   81 ,     429
BIHAR                     ,2004 ,Above 60  ,FEMALE ,     3 ,     20 ,      9 ,    5 ,      52
BIHAR                     ,2005 ,Below 18  ,MALE   ,    32 ,   1261 ,     61 ,    9 ,     169
BIHAR                     ,2005 ,Below 18  ,FEMALE ,     3 ,     20 ,      2 ,    1 ,      31
BIHAR                     ,2005 ,18 to 60  ,MALE   ,  3445 ,  26920 ,   3421 , 2948 ,   19123
BIHAR                     ,2005 ,18 to 60  ,FEMALE ,   174 ,      5 ,    107 ,   49 ,    1889
BIHAR                     ,2005 ,Above 60  ,MALE   ,    77 ,    142 ,     33 ,   55 ,     380
BIHAR                     ,2005 ,Above 60  ,FEMALE ,     3 ,     20 ,      8 ,    3 ,      46
BIHAR                     ,2006 ,Below 18  ,MALE   ,    30 ,   1345 ,     62 ,   10 ,     181
BIHAR                     ,2006 ,Below 18  ,FEMALE ,     3 ,     21 ,      2 ,    1 ,      33
BIHAR                     ,2006 ,18 to 60  ,MALE   ,  3302 ,  28705 ,   3498 , 3201 ,   20463
BIHAR                     ,2006 ,18 to 60  ,FEMALE ,   167 ,      6 ,    109 ,   53 ,    2021
BIHAR                     ,2006 ,Above 60  ,MALE   ,    74 ,    152 ,     34 ,   60 ,     407
BIHAR                     ,2006 ,Above 60  ,FEMALE ,     2 ,     21 ,      8 ,    3 ,      49
BIHAR                     ,2007 ,Below 18  ,MALE   ,    28 ,   1306 ,     64 ,   11 ,     209
BIHAR                     ,2007 ,Below 18  ,FEMALE ,     3 ,     20 ,      2 ,    2 ,      38
BIHAR                     ,2007 ,18 to 60  ,MALE   ,  3040 ,  27866 ,   3580 , 3626 ,   23633
BIHAR                     ,2007 ,18 to 60  ,FEMALE ,   154 ,      5 ,    112 ,   60 ,    2334
BIHAR                     ,2007 ,Above 60  ,MALE   ,    68 ,    147 ,     35 ,   68 ,     470
BIHAR                     ,2007 ,Above 60  ,FEMALE ,     2 ,     20 ,      8 ,    4 ,      57
BIHAR                     ,2008 ,Below 18  ,MALE   ,    30 ,   1429 ,     81 ,   12 ,     217
BIHAR                     ,2008 ,Below 18  ,FEMALE ,     3 ,     22 ,      2 ,    2 ,      40
BIHAR                     ,2008 ,18 to 60  ,MALE   ,  3256 ,  30510 ,   4568 , 4010 ,   24513
BIHAR                     ,2008 ,18 to 60  ,FEMALE ,   165 ,      6 ,    143 ,   66 ,    2421
BIHAR                     ,2008 ,Above 60  ,MALE   ,    72 ,    161 ,     45 ,   75 ,     487
BIHAR                     ,2008 ,Above 60  ,FEMALE ,     2 ,     22 ,     10 ,    4 ,      59
BIHAR                     ,2009 ,Below 18  ,MALE   ,    29 ,   1615 ,     88 ,   11 ,     207
BIHAR                     ,2009 ,Below 18  ,FEMALE ,     3 ,     25 ,      2 ,    2 ,      38
BIHAR                     ,2009 ,18 to 60  ,MALE   ,  3136 ,  34479 ,   4919 , 3788 ,   23474
BIHAR                     ,2009 ,18 to 60  ,FEMALE ,   159 ,      7 ,    154 ,   62 ,    2318
BIHAR                     ,2009 ,Above 60  ,MALE   ,    70 ,    182 ,     48 ,   71 ,     467
BIHAR                     ,2009 ,Above 60  ,FEMALE ,     2 ,     25 ,     11 ,    4 ,      57
BIHAR                     ,2010 ,Below 18  ,MALE   ,    31 ,   1634 ,    105 ,   12 ,     210
BIHAR                     ,2010 ,Below 18  ,FEMALE ,     3 ,     25 ,      2 ,    2 ,      39
BIHAR                     ,2010 ,18 to 60  ,MALE   ,  3423 ,  34884 ,   5897 , 3997 ,   23813
BIHAR                     ,2010 ,18 to 60  ,FEMALE ,   173 ,      7 ,    184 ,   66 ,    2352
BIHAR                     ,2010 ,Above 60  ,MALE   ,    76 ,    184 ,     57 ,   75 ,     474
BIHAR                     ,2010 ,Above 60  ,FEMALE ,     3 ,     25 ,     13 ,    4 ,      57
BIHAR                     ,2011 ,Below 18  ,MALE   ,    30 ,   1698 ,    123 ,   16 ,     254
BIHAR                     ,2011 ,Below 18  ,FEMALE ,     3 ,     26 ,      3 ,    2 ,      47
BIHAR                     ,2011 ,18 to 60  ,MALE   ,  3275 ,  36255 ,   6912 , 5377 ,   28775
BIHAR                     ,2011 ,18 to 60  ,FEMALE ,   166 ,      7 ,    216 ,   88 ,    2842
BIHAR                     ,2011 ,Above 60  ,MALE   ,    73 ,    191 ,     67 ,  100 ,     572
BIHAR                     ,2011 ,Above 60  ,FEMALE ,     2 ,     26 ,     15 ,    6 ,      69
BIHAR                     ,2012 ,Below 18  ,MALE   ,    33 ,   1821 ,    144 ,   16 ,     472
BIHAR                     ,2012 ,Below 18  ,FEMALE ,     3 ,     28 ,      3 ,    2 ,      86
BIHAR                     ,2012 ,18 to 60  ,MALE   ,  3557 ,  38867 ,   8119 , 5418 ,   53475
BIHAR                     ,2012 ,18 to 60  ,FEMALE ,   180 ,      7 ,    253 ,   89 ,    5281
BIHAR                     ,2012 ,Above 60  ,MALE   ,    79 ,    205 ,     79 ,  101 ,    1063
BIHAR                     ,2012 ,Above 60  ,FEMALE ,     3 ,     28 ,     17 ,    6 ,     128
CHANDIGARH                ,2002 ,Below 18  ,MALE   ,     2 ,    214 ,      1 ,    1 ,       3
CHANDIGARH                ,2002 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2002 ,18 to 60  ,MALE   ,    35 ,   3429 ,    100 ,  215 ,     262
CHANDIGARH                ,2002 ,18 to 60  ,FEMALE ,     2 ,     15 ,      2 ,    2 ,       9
CHANDIGARH                ,2002 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    5 ,       4
CHANDIGARH                ,2002 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2003 ,Below 18  ,MALE   ,     2 ,    158 ,      1 ,    1 ,       3
CHANDIGARH                ,2003 ,Below 18  ,FEMALE ,     1 ,      2 ,      1 ,    1 ,       1
CHANDIGARH                ,2003 ,18 to 60  ,MALE   ,    22 ,   2527 ,     60 ,  236 ,     209
CHANDIGARH                ,2003 ,18 to 60  ,FEMALE ,     1 ,     11 ,      1 ,    2 ,       8
CHANDIGARH                ,2003 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,    6 ,       4
CHANDIGARH                ,2003 ,Above 60  ,FEMALE ,     1 ,      2 ,      1 ,    1 ,       1
CHANDIGARH                ,2004 ,Below 18  ,MALE   ,     2 ,    182 ,      1 ,    1 ,       2
CHANDIGARH                ,2004 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2004 ,18 to 60  ,MALE   ,    30 ,   2916 ,     96 ,  157 ,     190
CHANDIGARH                ,2004 ,18 to 60  ,FEMALE ,     1 ,     13 ,      2 ,    2 ,       7
CHANDIGARH                ,2004 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    4 ,       3
CHANDIGARH                ,2004 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2005 ,Below 18  ,MALE   ,     1 ,    175 ,      1 ,    1 ,       2
CHANDIGARH                ,2005 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2005 ,18 to 60  ,MALE   ,    21 ,   2795 ,     98 ,  196 ,     195
CHANDIGARH                ,2005 ,18 to 60  ,FEMALE ,     1 ,     13 ,      2 ,    2 ,       7
CHANDIGARH                ,2005 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    5 ,       3
CHANDIGARH                ,2005 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2006 ,Below 18  ,MALE   ,     1 ,    158 ,      1 ,    2 ,       3
CHANDIGARH                ,2006 ,Below 18  ,FEMALE ,     1 ,      2 ,      1 ,    1 ,       1
CHANDIGARH                ,2006 ,18 to 60  ,MALE   ,    19 ,   2524 ,    121 ,  285 ,     209
CHANDIGARH                ,2006 ,18 to 60  ,FEMALE ,     1 ,     11 ,      2 ,    3 ,       8
CHANDIGARH                ,2006 ,Above 60  ,MALE   ,     1 ,      2 ,      1 ,    7 ,       4
CHANDIGARH                ,2006 ,Above 60  ,FEMALE ,     1 ,      2 ,      1 ,    1 ,       1
CHANDIGARH                ,2007 ,Below 18  ,MALE   ,     2 ,    217 ,      1 ,    1 ,       3
CHANDIGARH                ,2007 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2007 ,18 to 60  ,MALE   ,    25 ,   3479 ,     97 ,  204 ,     285
CHANDIGARH                ,2007 ,18 to 60  ,FEMALE ,     1 ,     15 ,      2 ,    2 ,      10
CHANDIGARH                ,2007 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    5 ,       5
CHANDIGARH                ,2007 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2008 ,Below 18  ,MALE   ,     2 ,    250 ,      1 ,    1 ,       3
CHANDIGARH                ,2008 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2008 ,18 to 60  ,MALE   ,    22 ,   3997 ,     91 ,  243 ,     214
CHANDIGARH                ,2008 ,18 to 60  ,FEMALE ,     1 ,     18 ,      2 ,    2 ,       8
CHANDIGARH                ,2008 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    6 ,       4
CHANDIGARH                ,2008 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2009 ,Below 18  ,MALE   ,     2 ,    219 ,      1 ,    1 ,       2
CHANDIGARH                ,2009 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2009 ,18 to 60  ,MALE   ,    28 ,   3501 ,     75 ,  228 ,     195
CHANDIGARH                ,2009 ,18 to 60  ,FEMALE ,     1 ,     16 ,      2 ,    2 ,       7
CHANDIGARH                ,2009 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    5 ,       3
CHANDIGARH                ,2009 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2010 ,Below 18  ,MALE   ,     2 ,    192 ,      1 ,    1 ,       2
CHANDIGARH                ,2010 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2010 ,18 to 60  ,MALE   ,    28 ,   3066 ,     66 ,  184 ,     189
CHANDIGARH                ,2010 ,18 to 60  ,FEMALE ,     1 ,     14 ,      1 ,    2 ,       7
CHANDIGARH                ,2010 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    4 ,       3
CHANDIGARH                ,2010 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2011 ,Below 18  ,MALE   ,     2 ,    197 ,      1 ,    1 ,       2
CHANDIGARH                ,2011 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2011 ,18 to 60  ,MALE   ,    28 ,   3153 ,    103 ,  272 ,     169
CHANDIGARH                ,2011 ,18 to 60  ,FEMALE ,     1 ,     14 ,      2 ,    2 ,       6
CHANDIGARH                ,2011 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    6 ,       3
CHANDIGARH                ,2011 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2012 ,Below 18  ,MALE   ,     2 ,    199 ,      1 ,    1 ,       2
CHANDIGARH                ,2012 ,Below 18  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHANDIGARH                ,2012 ,18 to 60  ,MALE   ,    24 ,   3187 ,    151 ,  262 ,     198
CHANDIGARH                ,2012 ,18 to 60  ,FEMALE ,     1 ,     14 ,      3 ,    2 ,       7
CHANDIGARH                ,2012 ,Above 60  ,MALE   ,     1 ,      3 ,      1 ,    6 ,       3
CHANDIGARH                ,2012 ,Above 60  ,FEMALE ,     1 ,      3 ,      1 ,    1 ,       1
CHHATTISGARH              ,2001 ,Below 18  ,FEMALE ,    40 ,   1564 ,     43 ,    1 ,     217
CHHATTISGARH              ,2001 ,Below 18  ,MALE   ,     4 ,      9 ,      8 ,    1 ,      14
CHHATTISGARH              ,2001 ,18 to 60  ,FEMALE ,   792 ,  12382 ,    307 ,  517 ,    7755
CHHATTISGARH              ,2001 ,18 to 60  ,MALE   ,    64 ,    111 ,     23 ,   41 ,     705
CHHATTISGARH              ,2001 ,Above 60  ,FEMALE ,    23 ,    129 ,      1 ,    6 ,     231
CHHATTISGARH              ,2001 ,Above 60  ,MALE   ,     5 ,     10 ,      1 ,    1 ,      31
CHHATTISGARH              ,2002 ,Below 18  ,MALE   ,    38 ,   1411 ,     40 ,    1 ,     257
CHHATTISGARH              ,2002 ,Below 18  ,MALE   ,     3 ,      8 ,      7 ,    1 ,      17
CHHATTISGARH              ,2002 ,18 to 60  ,MALE   ,   743 ,  11171 ,    289 ,  465 ,    9186
CHHATTISGARH              ,2002 ,18 to 60  ,MALE   ,    60 ,    100 ,     22 ,   37 ,     835
CHHATTISGARH              ,2002 ,Above 60  ,MALE   ,    21 ,    116 ,      1 ,    5 ,     274
CHHATTISGARH              ,2002 ,Above 60  ,MALE   ,     5 ,      9 ,      1 ,    1 ,      37
CHHATTISGARH              ,2003 ,Below 18  ,MALE   ,    36 ,   1370 ,     40 ,    1 ,     211
CHHATTISGARH              ,2003 ,Below 18  ,MALE   ,     3 ,      8 ,      7 ,    1 ,      14
CHHATTISGARH              ,2003 ,18 to 60  ,MALE   ,   708 ,  10846 ,    287 ,  469 ,    7548
CHHATTISGARH              ,2003 ,18 to 60  ,MALE   ,    57 ,     97 ,     21 ,   37 ,     686
CHHATTISGARH              ,2003 ,Above 60  ,MALE   ,    20 ,    113 ,      1 ,    5 ,     225
CHHATTISGARH              ,2003 ,Above 60  ,MALE   ,     5 ,      9 ,      1 ,    1 ,      30
CHHATTISGARH              ,2004 ,Below 18  ,MALE   ,    41 ,   1567 ,     48 ,    1 ,     228
CHHATTISGARH              ,2004 ,Below 18  ,MALE   ,     4 ,      9 ,      9 ,    1 ,      15
CHHATTISGARH              ,2004 ,18 to 60  ,MALE   ,   815 ,  12403 ,    347 ,  520 ,    8125
CHHATTISGARH              ,2004 ,18 to 60  ,MALE   ,    66 ,    111 ,     26 ,   41 ,     738
CHHATTISGARH              ,2004 ,Above 60  ,MALE   ,    24 ,    129 ,      1 ,    6 ,     242
CHHATTISGARH              ,2004 ,Above 60  ,MALE   ,     6 ,     10 ,      1 ,    1 ,      33
CHHATTISGARH              ,2005 ,Below 18  ,MALE   ,    46 ,   1700 ,     55 ,    1 ,     225
CHHATTISGARH              ,2005 ,Below 18  ,MALE   ,     4 ,     10 ,     10 ,    1 ,      15
CHHATTISGARH              ,2005 ,18 to 60  ,MALE   ,   902 ,  13458 ,    399 ,  563 ,    8018
CHHATTISGARH              ,2005 ,18 to 60  ,MALE   ,    73 ,    121 ,     30 ,   45 ,     729
CHHATTISGARH              ,2005 ,Above 60  ,MALE   ,    26 ,    140 ,      1 ,    6 ,     239
CHHATTISGARH              ,2005 ,Above 60  ,MALE   ,     6 ,     11 ,      1 ,    1 ,      32
CHHATTISGARH              ,2006 ,Below 18  ,MALE   ,    48 ,   1612 ,     54 ,    2 ,     370
CHHATTISGARH              ,2006 ,Below 18  ,MALE   ,     4 ,     10 ,     10 ,    1 ,      24
CHHATTISGARH              ,2006 ,18 to 60  ,MALE   ,   953 ,  12764 ,    388 ,  620 ,   13216
CHHATTISGARH              ,2006 ,18 to 60  ,MALE   ,    77 ,    114 ,     29 ,   49 ,    1201
CHHATTISGARH              ,2006 ,Above 60  ,MALE   ,    27 ,    133 ,      1 ,    7 ,     394
CHHATTISGARH              ,2006 ,Above 60  ,MALE   ,     6 ,     10 ,      1 ,    2 ,      53
CHHATTISGARH              ,2007 ,Below 18  ,MALE   ,    49 ,   1646 ,     55 ,    2 ,     372
CHHATTISGARH              ,2007 ,Below 18  ,MALE   ,     4 ,     10 ,     10 ,    1 ,      24
CHHATTISGARH              ,2007 ,18 to 60  ,MALE   ,   961 ,  13031 ,    396 ,  624 ,   13311
CHHATTISGARH              ,2007 ,18 to 60  ,MALE   ,    77 ,    117 ,     29 ,   50 ,    1209
CHHATTISGARH              ,2007 ,Above 60  ,MALE   ,    28 ,    135 ,      1 ,    7 ,     397
CHHATTISGARH              ,2007 ,Above 60  ,MALE   ,     7 ,     11 ,      1 ,    2 ,      53
CHHATTISGARH              ,2008 ,Below 18  ,MALE   ,    51 ,   1862 ,     61 ,    2 ,     471
CHHATTISGARH              ,2008 ,Below 18  ,MALE   ,     4 ,     11 ,     11 ,    1 ,      30
CHHATTISGARH              ,2008 ,18 to 60  ,MALE   ,  1016 ,  14739 ,    443 ,  735 ,   16824
CHHATTISGARH              ,2008 ,18 to 60  ,MALE   ,    82 ,    132 ,     33 ,   58 ,    1528
CHHATTISGARH              ,2008 ,Above 60  ,MALE   ,    29 ,    153 ,      2 ,    8 ,     502
CHHATTISGARH              ,2008 ,Above 60  ,MALE   ,     7 ,     12 ,      2 ,    2 ,      67
CHHATTISGARH              ,2009 ,Below 18  ,MALE   ,    48 ,   1791 ,     64 ,    2 ,     509
CHHATTISGARH              ,2009 ,Below 18  ,MALE   ,     4 ,     11 ,     11 ,    1 ,      32
CHHATTISGARH              ,2009 ,18 to 60  ,MALE   ,   943 ,  14174 ,    464 ,  839 ,   18194
CHHATTISGARH              ,2009 ,18 to 60  ,MALE   ,    76 ,    127 ,     34 ,   67 ,    1653
CHHATTISGARH              ,2009 ,Above 60  ,MALE   ,    27 ,    147 ,      2 ,    9 ,     542
CHHATTISGARH              ,2009 ,Above 60  ,MALE   ,     6 ,     11 ,      2 ,    2 ,      73
CHHATTISGARH              ,2010 ,Below 18  ,MALE   ,    48 ,   1763 ,     81 ,    2 ,     547
CHHATTISGARH              ,2010 ,Below 18  ,MALE   ,     4 ,     10 ,     14 ,    1 ,      35
CHHATTISGARH              ,2010 ,18 to 60  ,MALE   ,   937 ,  13954 ,    582 ,  979 ,   19546
CHHATTISGARH              ,2010 ,18 to 60  ,MALE   ,    75 ,    125 ,     43 ,   77 ,    1775
